,srch_destination_id,srch_adults_cnt,srch_children_cnt,stay_dur,srch_rm_cnt,prediction
54653,23249,2,0,1.0,1,[47 51 39 91 32]
54658,12273,1,0,1.0,1,[18 51 32 42 48]
54664,12238,1,1,5.0,1,[33 40 47 17 13]
54680,12009,7,3,1.0,3,[95 42 77 91 16]
54682,12009,7,3,1.0,3,[95 42 77 91 16]
54690,8268,6,3,3.0,3,[34 16 71  0 96]
54716,8268,2,2,2.0,1,[34 71 16  0 96]
54745,8268,3,2,1.0,1,[34 71 16  0 96]
54761,47669,4,3,2.0,2,[91 42 94 47 13]
54779,8268,2,2,2.0,1,[34 71 16  0 96]
54794,8268,5,2,2.0,1,[34 71 16  0 96]
54797,47669,2,2,2.0,1,[91 42 94 77 48]
54799,33397,2,2,1.0,1,[91  7 48 42 15]
54821,8267,2,2,3.0,1,[98 56 41 70 69]
54843,8267,2,2,2.0,1,[98 56 41 70 69]
54856,49086,2,2,3.0,1,[55 70 31 17 25]
54873,8267,1,1,1.0,1,[98 56 41 70 69]
54909,8267,1,1,1.0,1,[98 56 70 41 69]
54924,44045,2,0,3.0,1,[41 98 70 83 17]
54931,11634,2,0,3.0,1,[65 73 91 58 26]
54947,8262,2,0,1.0,1,[68 95 28  9 37]
54982,8785,2,0,3.0,1,[22  8 58 64  5]
54985,8287,1,1,2.0,1,[ 9 49 18 68 95]
54992,8798,1,0,2.0,1,[28 49 16 42 50]
54995,13323,3,0,1.0,3,[18 91 48 13 94]
54997,8287,1,0,2.0,1,[ 9 49 18 68 95]
54999,44495,1,0,2.0,1,[40 37 91 17 10]
55017,12691,1,0,2.0,1,[42 28 32 91 59]
55042,3310,2,0,6.0,1,[69 86 17 80 91]
55070,8819,1,1,3.0,1,[97 99 64 21 12]
55075,8819,1,0,2.0,1,[97 99 64 21 12]
55083,23682,1,2,4.0,1,[34 84 26 96 92]
55091,8222,1,0,1.0,1,[58 82 85 43 36]
55098,21067,1,0,1.0,1,[51 36 32 91 15]
55109,14882,1,0,1.0,1,[85 48 82 90 78]
55117,565,3,0,1.0,2,[57 62 82 46 85]
55137,11629,2,0,1.0,1,[ 4 55 17 83 80]
55143,8288,1,0,2.0,1,[68 95 41 37  9]
55160,8288,4,0,1.0,2,[68 41 69 95 37]
55176,12264,1,0,1.0,1,[68  4 95 55 49]
55214,45631,2,0,1.0,1,[70 21 69 83 41]
55242,23237,1,0,1.0,1,[ 5 30 15 11 62]
55253,23237,1,0,1.0,1,[28 78 22  5 30]
55256,23237,1,0,1.0,1,[ 5 30 15 11 62]
55261,42882,1,0,1.0,1,[ 5 30 85 15 90]
55262,42882,1,0,1.0,1,[ 5 30 85 15 90]
55285,23507,1,0,3.0,1,[49 98 59 25 21]
55373,8271,3,0,4.0,2,[95  2 98 72 19]
55375,8271,2,0,4.0,1,[95 98 72  2 19]
55391,8855,2,0,2.0,1,[26 73 84 92 34]
55405,16766,2,0,2.0,2,[85 48  3 81 82]
55407,17252,2,0,1.0,2,[82 78 48 43 81]
55409,17252,2,0,1.0,2,[82 78 48 81 43]
55411,9904,2,0,1.0,2,[61 30 81 78 82]
55413,22877,2,0,2.0,2,[30 86 20 61 91]
55415,17252,1,0,1.0,1,[82 48 78 14 43]
55417,17252,1,0,1.0,1,[82 48 78 43 14]
55419,22123,2,0,2.0,2,[30 86 20 61 91]
55421,22877,1,0,2.0,1,[30 86 20 91 15]
55426,678,1,0,1.0,1,[94 48 91 18 47]
55428,21970,1,0,1.0,1,[27 86 80 17 84]
55431,12843,1,0,2.0,1,[ 9 51  6 42 72]
55433,17252,1,0,1.0,1,[82 48 78 43 14]
55435,21970,2,0,2.0,2,[27 86 80 17 84]
55437,9904,2,0,1.0,2,[61 30 81 78 82]
55439,1762,2,0,1.0,2,[82 48 78 81 14]
55441,1762,2,0,1.0,2,[82 48 78 81 14]
55444,17252,2,0,1.0,1,[82 48 78 43 81]
55445,1114,1,0,1.0,1,[42 48  2 36  5]
55447,21970,1,0,1.0,1,[27 86 80 17 84]
55449,17252,1,0,1.0,1,[82 78 48 81 43]
55451,17252,1,0,1.0,1,[82 78 48 81 43]
55453,9904,1,0,1.0,1,[61 30 81 78 82]
55455,17252,1,0,1.0,1,[82 48 78 43 14]
55457,1762,1,0,1.0,1,[82 48 78 81 14]
55459,17252,1,0,1.0,1,[82 48 78 43 81]
55461,17252,1,0,1.0,1,[82 78 48 81 38]
55463,17252,1,0,1.0,1,[82 48 78 43 14]
55465,16766,1,0,1.0,1,[85 48  3 81 82]
55467,26980,3,0,2.0,1,[51 25 72 19 91]
55475,43199,7,0,3.0,3,[64 22 25 30  7]
55479,8747,4,0,4.0,2,[97  2 99  9 59]
55486,8744,4,0,4.0,2,[ 2 15 12 62 48]
55488,8744,3,0,4.0,2,[ 2 15 12 62 48]
55494,12715,7,0,1.0,4,[ 5 18 59 85 48]
55496,43199,1,0,3.0,1,[64 22  9 30 11]
55498,8747,1,0,4.0,1,[97 99  9  2 59]
55500,8259,1,0,1.0,1,[11 21  2 29 59]
55502,16766,1,0,1.0,1,[85 48  3 81 82]
55506,21403,3,0,1.0,2,[ 4  2 28 89 48]
55508,21403,1,0,1.0,1,[ 4  2 28 48 89]
55510,17252,2,0,1.0,2,[82 48 78 38 43]
55511,17252,1,0,1.0,1,[82 78 48 81 38]
55513,17252,1,0,1.0,1,[82 48 78 43 38]
55521,11990,2,0,2.0,1,[94 14 32 48 91]
55523,12843,2,0,2.0,1,[ 9 51  6 42 72]
55525,17252,2,0,3.0,2,[82 48 78 81 43]
55527,17252,1,0,3.0,1,[82 48 78 81 43]
55529,8259,1,0,1.0,1,[11 29  2 21 59]
55531,17252,1,0,1.0,1,[82 48 78 43 81]
55533,17252,1,0,2.0,1,[82 48 78 81 32]
55535,17252,1,0,1.0,1,[82 78 48 81 43]
55538,11821,2,0,1.0,2,[47 91 48 40  6]
55540,17252,1,0,3.0,1,[82 78 48 81 43]
55543,9904,1,0,1.0,1,[61 30 81 78 82]
55549,17252,1,0,3.0,1,[82 48 78 43 81]
55551,1762,1,0,2.0,1,[82 48 78 81 14]
55553,9904,1,0,1.0,1,[61 30 81 78 82]
55555,17252,1,0,1.0,1,[82 78 48 81 43]
55557,1762,1,0,1.0,1,[82 48 78 81 43]
55560,16621,1,0,1.0,1,[61 30 81 86 82]
55562,17252,1,0,1.0,1,[82 48 78 81 43]
55564,1762,2,0,1.0,2,[82 48 78 81 43]
55567,1762,2,0,1.0,2,[82 48 78 81 91]
55569,16766,1,0,1.0,1,[85 48 90  3 81]
55571,16766,1,0,1.0,1,[85 48 90  3 81]
55573,17252,1,0,1.0,1,[82 48 78 81 43]
55576,9904,1,0,1.0,1,[61 30 81 82 78]
55578,16621,1,0,1.0,1,[61 30 81 86 82]
55583,8259,1,0,1.0,1,[11  2 21 29 59]
55585,16766,1,0,1.0,1,[85 48  3 90 82]
55587,8259,1,0,1.0,1,[11  2 21 29 59]
55609,12665,1,0,1.0,1,[ 4 15  6 28  5]
55611,17252,1,0,2.0,1,[82 78 48 81 43]
55622,12492,2,0,1.0,1,[82  8 99 78 43]
55628,8235,2,0,4.0,1,[16 42 91 59 95]
55632,7635,2,0,5.0,1,[98 56 70 41 69]
55635,8235,1,0,1.0,1,[42 16 91 59 95]
55643,12732,1,0,2.0,1,[68 41 47 19 91]
55655,40990,1,0,1.0,1,[62 82 43 67 85]
55659,18663,4,0,2.0,2,[64 22 43 62 67]
55692,39174,2,0,1.0,1,[67 20 38 86 36]
55704,20610,2,4,1.0,2,[57 85  3 67 82]
55710,18902,2,0,1.0,2,[20 38 86 30 81]
55714,17823,4,1,1.0,2,[61 78 82  2 22]
55727,8740,2,3,1.0,2,[ 8 22 78 43 82]
55747,8790,3,2,1.0,2,[29 85 82  2  9]
55759,8790,2,2,1.0,2,[29 82 85  2  9]
55762,1678,4,0,1.0,2,[53  3 82 30 81]
55776,243,2,0,1.0,1,[82 62 58 36 30]
55783,8808,2,0,2.0,1,[ 2 82 58 62 64]
55790,14782,1,0,1.0,1,[60  3 30 20 86]
55793,21562,2,0,1.0,1,[36 46 62 82 58]
55808,8790,2,0,2.0,1,[29 82 85  9  2]
55815,8790,2,0,1.0,1,[29 85 82  2  9]
55825,27923,1,0,1.0,1,[82 78 30 43 48]
55828,15512,2,0,1.0,1,[89 85 86 30  3]
55831,15512,2,0,1.0,1,[89 85 86 30  3]
55859,8791,2,0,7.0,1,[65 66 52 87  0]
55864,8791,2,0,2.0,1,[65 66 87 52  0]
55882,8791,2,0,9.0,1,[65 66 52 87 84]
55903,12281,2,0,3.0,1,[98 95  9 55 72]
55907,12390,2,0,1.0,1,[77 94 72 50 48]
55909,12225,2,0,2.0,2,[48 77 49 21 28]
55915,12792,2,0,1.0,1,[28 91 41 48 13]
55923,40648,2,0,1.0,1,[43 30 82 86 35]
55926,12319,2,0,2.0,1,[ 2 36 82 85 59]
55928,12209,1,0,1.0,1,[25  9 40 48 83]
55933,23507,1,0,1.0,1,[49 98 59 25 30]
55938,12618,1,0,1.0,1,[59 89 98 49 76]
55993,22688,3,0,2.0,1,[67 20 81 38 82]
55995,22688,1,0,4.0,1,[67 20 81 82 38]
56001,17662,2,0,5.0,1,[49 59 98 29  2]
56008,8745,2,0,4.0,1,[64 11 25  5 58]
56019,8267,2,0,1.0,1,[56 98 70 41 69]
56021,25028,2,0,1.0,1,[ 5 50 48  7 16]
56032,22688,1,0,4.0,1,[67 20 81 82 62]
56044,8791,2,0,4.0,1,[65 66 52 87  0]
56047,8824,2,1,6.0,1,[65 66 52 84 87]
56075,8253,1,0,5.0,1,[97 25 11 64 98]
56077,8811,1,0,4.0,1,[37 55 91 98 33]
56084,8260,1,0,3.0,1,[41 21 70 91 83]
56086,8260,1,0,3.0,1,[41 21 83 91 70]
56094,8260,1,0,3.0,1,[41 21 70 83 98]
56096,44045,1,0,3.0,1,[41 98 83 70 25]
56100,8250,1,0,3.0,1,[ 1 79 24 45 54]
56103,11360,2,0,2.0,1,[50 91 48 39 47]
56107,11924,2,0,1.0,1,[40 15  6 89 10]
56109,12270,1,0,1.0,1,[68 98 95 55 97]
56112,45532,1,0,1.0,1,[61 82 81 30 57]
56125,12233,2,0,2.0,1,[70 56 98 41 55]
56137,17614,2,0,1.0,1,[18 41 91 48 59]
56171,8260,2,0,1.0,1,[41 83 21 70 98]
56175,28514,2,0,1.0,1,[96 26 73 34 76]
56274,44045,2,0,1.0,1,[41 83 98 70 25]
56297,12280,2,0,3.0,1,[68 19 95 98 55]
56300,11569,2,0,2.0,1,[51  0 84 39  4]
56326,11854,2,0,1.0,1,[42 91 16 51 15]
56328,13443,2,0,1.0,1,[34 42 16 71 77]
56333,13443,2,0,1.0,1,[34 42 16 71 77]
56352,12654,2,0,2.0,1,[34 16 42 71 48]
56366,14937,1,0,1.0,1,[68 57 91 42 13]
56426,8747,1,1,1.0,1,[97 99  9  2 59]
56428,43199,1,0,1.0,1,[64 22  9 30  2]
56436,43199,2,0,3.0,1,[64 22  9 62 30]
56469,1891,1,0,4.0,1,[ 5 28 59 42 48]
56490,8250,2,0,9.0,1,[24  1 45 79 51]
56554,8250,2,0,8.0,1,[24  1 45 79 54]
56578,11439,1,0,8.0,1,[65 66 52 87 84]
56584,25670,2,0,1.0,1,[91 94 48 42 28]
56586,11821,2,0,4.0,1,[47 91 48 40  6]
56617,12214,2,0,1.0,1,[98 17 95 41 33]
56624,12495,2,0,4.0,1,[51 48 77 50 42]
56626,12495,1,0,1.0,1,[51 48 50 77 42]
56644,8267,2,0,2.0,1,[98 56 41 70 69]
56659,23151,2,0,1.0,1,[14 48 86 91 17]
56678,14984,2,0,1.0,1,[80 93 55 17 61]
56692,8260,2,0,1.0,1,[41 21 70 83 98]
56694,5775,2,0,1.0,1,[32 14 42 94 48]
56699,13866,2,0,1.0,1,[95 18 19 91 72]
56709,27567,2,0,1.0,1,[16 91 48 42 32]
56715,27567,2,2,2.0,1,[16 91 42 48 94]
56725,27567,2,2,3.0,1,[16 91 42 48 13]
56727,27567,2,2,2.0,1,[16 91 42 48 39]
56729,27567,2,0,3.0,1,[16 91 42 13 94]
56731,27567,2,2,3.0,1,[16 91 42 48 94]
56734,27567,2,2,2.0,1,[16 91 42 48 39]
56745,25818,2,1,2.0,1,[41 33 91 47 69]
56748,12261,1,1,3.0,1,[72 91 42 18  9]
56757,8819,1,0,4.0,1,[97 99 64 21  9]
56759,12183,1,0,1.0,1,[ 0 84 26 96 33]
56761,8785,3,1,6.0,1,[22 64 58  8  5]
56774,12249,1,1,1.0,1,[ 5 30 85 15 78]
56790,12233,2,1,3.0,1,[56 70 98 41 55]
56792,11928,2,0,1.0,1,[68 97 13  9 72]
56802,12206,3,0,4.0,1,[ 1 79 24 45 51]
56822,7635,3,0,1.0,1,[98 41 56 70 69]
56824,11569,3,0,1.0,1,[84  0 51 39  4]
56826,8216,1,0,1.0,1,[95 18 91 68 21]
56828,8250,1,0,1.0,1,[ 1 24 45 79 54]
56830,25128,1,0,1.0,1,[91 42 14 48 94]
56832,12206,1,0,1.0,1,[ 1 79 45 24 51]
56839,12132,1,0,1.0,1,[95 18 91 68 16]
56844,12175,2,2,1.0,1,[18 28 72 13 91]
56847,8267,2,0,3.0,1,[56 98 41 70 69]
56850,12732,1,0,1.0,1,[68 41 47 19 72]
56852,16609,1,0,2.0,1,[19 91 17 86 73]
56859,12846,6,0,1.0,6,[50 13 18 95  6]
56862,12181,2,0,1.0,1,[49 16 28 59 91]
56864,8260,2,0,1.0,1,[83 41 21 77 70]
56869,12264,1,0,1.0,1,[68  4 55 95 49]
56871,8235,1,0,2.0,1,[42 16 59 91 99]
56874,8267,1,0,2.0,1,[56 98 41 70 69]
56878,12452,1,0,1.0,1,[13 68 21 91 16]
56881,8230,1,0,1.0,1,[95 19 98 68 18]
56883,8267,1,0,2.0,1,[56 98 41 70 69]
56886,11358,2,0,1.0,1,[ 6 41 14 91 59]
56890,45327,2,0,1.0,1,[41 98 70 56 55]
56897,8267,1,0,3.0,1,[56 98 41 70 69]
56905,375,1,0,2.0,1,[76 99 90 58 82]
56906,375,1,0,2.0,1,[76 99 58 90 64]
56912,12821,2,0,2.0,1,[61  6 68 29 82]
56914,12821,2,0,2.0,1,[61  6 68 29 82]
56940,8816,1,0,3.0,1,[82 29 12 61 76]
56944,12821,3,0,2.0,1,[61  6 68 82 29]
56955,8816,1,0,4.0,1,[82 29 12 61 76]
56965,12821,2,0,2.0,1,[61  6 29 68 82]
56986,28387,2,0,1.0,1,[28 55  6 91 48]
56989,28387,2,0,1.0,1,[28 55  6 91 48]
57010,8265,2,1,1.0,1,[72 91 13 47 39]
57069,23793,1,0,2.0,1,[94 91 18 32 48]
57080,30337,4,0,1.0,3,[25 59 64  2 68]
57112,8242,1,0,5.0,1,[ 5 25 59 37 64]
57118,27703,1,0,2.0,1,[ 2 68 59 95 21]
57162,22284,4,0,2.0,2,[22 43 82 78 36]
57194,32133,2,0,1.0,1,[47  7 91 39 94]
57197,12016,1,0,2.0,1,[76 42 15 16 91]
57220,6161,2,2,1.0,1,[43 30 78 86 91]
57222,8260,1,0,4.0,1,[41 48 37 70 83]
57227,8220,2,0,3.0,1,[12 46 36 59 62]
57275,24902,1,0,1.0,1,[ 4 25 28  5 48]
57282,12390,1,0,1.0,1,[77 94 72 50 42]
57305,49990,2,0,2.0,1,[36 62 85 67 15]
57313,8271,2,0,2.0,1,[95  2 98 72 91]
57329,26414,2,0,1.0,1,[41 95  9 98 33]
57335,172,1,0,1.0,1,[29 89 82 15 36]
57356,12192,1,0,1.0,1,[99  9 59 91 72]
57368,42630,2,0,1.0,1,[21 69 95 68 98]
57372,8235,2,0,1.0,1,[16 42 91 59 99]
57376,6194,3,0,2.0,1,[91 48 33 50 28]
57390,25978,3,0,1.0,1,[77 51 39 17 48]
57392,25978,3,0,1.0,1,[77 51 39 17 48]
57394,8238,2,0,1.0,1,[97 59 37 68 64]
57400,12450,2,0,3.0,1,[95 98 49 72 59]
57418,8279,2,0,1.0,1,[98 55 41 70 83]
57420,6693,1,0,2.0,1,[48 16 33 91 47]
57422,6693,1,0,2.0,1,[48 16 33 50 91]
57424,6693,1,0,1.0,1,[48 16 33 50 94]
57426,6693,1,0,1.0,1,[48 16 33 50 94]
57428,6693,1,0,1.0,1,[48 16 33 50 94]
57430,6693,1,0,2.0,1,[48 16 33 94 50]
57433,6693,1,0,1.0,1,[48 16 33 94 91]
57441,11928,2,0,1.0,1,[68 97 13  9 72]
57443,6693,2,0,1.0,1,[48 16 33 47 91]
57447,25703,1,0,1.0,1,[89 37 42 91 48]
57450,6693,2,0,1.0,1,[48 16 33 94 91]
57452,6693,2,0,1.0,1,[48 16 33 94 91]
57454,6693,2,0,1.0,1,[48 16 33 94 50]
57457,6693,2,0,1.0,1,[48 16 33 94 91]
57459,24312,2,2,2.0,1,[10 91 32  7 17]
57469,6693,2,0,1.0,1,[48 16 33 94 91]
57473,27485,2,0,1.0,1,[96 41 91 47 18]
57476,6693,2,0,1.0,1,[48 16 33 94 91]
57478,6693,2,0,1.0,1,[48 16 33 94 47]
57480,6693,2,1,1.0,1,[48 16 33 91 94]
57482,6693,2,0,1.0,1,[48 16 33 50 94]
57484,6693,2,0,1.0,1,[48 16 33 94 91]
57486,6693,2,0,1.0,1,[48 16 33 94 91]
57488,6693,2,0,1.0,1,[48 16 33 94 91]
57490,6693,2,0,1.0,1,[48 16 33 94 91]
57492,6693,2,0,1.0,1,[48 16 33 94 42]
57496,11358,2,0,1.0,2,[ 6 41 14 91 59]
57500,27485,2,0,1.0,1,[96 41 91 47 18]
57503,8291,1,0,1.0,1,[95 98  9 18 59]
57505,6693,2,0,1.0,1,[48 16 33 50 94]
57507,6693,1,1,1.0,1,[48 16 33 91 47]
57509,27485,1,0,1.0,1,[96 41 91 47 15]
57512,25697,2,0,1.0,1,[41 47 91 48 51]
57514,6693,2,0,1.0,1,[48 16 33 94 91]
57516,6693,2,0,1.0,1,[48 16 33 94 47]
57524,6693,1,0,1.0,1,[48 16 33 91 47]
57526,27485,2,0,1.0,1,[96 41 91 47 18]
57531,6693,2,0,1.0,1,[48 16 33 94 28]
57533,6693,2,0,1.0,1,[48 16 33 94 28]
57538,4292,1,0,2.0,1,[76 86 51 17 91]
57540,6693,1,0,1.0,1,[48 16 33 94 91]
57542,27485,2,0,1.0,1,[96 41 91 47 18]
57544,6693,1,0,1.0,1,[48 16 33 94 42]
57546,25697,1,0,1.0,1,[41 47 91 48 51]
57548,6693,2,0,1.0,1,[48 16 33 28 94]
57550,27485,2,0,1.0,1,[96 41 91 47 18]
57552,6693,2,0,1.0,1,[48 16 33 91 94]
57555,6693,2,0,1.0,1,[48 16 33 94 28]
57558,6693,2,0,1.0,1,[48 16 33 28 42]
57561,6693,2,0,1.0,1,[48 16 33 42 94]
57564,8237,4,0,2.0,2,[18 94 48 91  4]
57566,6693,1,0,1.0,1,[48 16 33 50 91]
57574,41621,1,0,3.0,1,[91 13 94 15 42]
57577,16333,1,0,1.0,1,[33 18 91 19 47]
57584,3628,1,0,1.0,1,[48 33 18 91 16]
57599,9524,2,0,1.0,2,[ 9 48 25 50 59]
57605,8216,1,0,4.0,1,[95 18 91 19 48]
57607,8216,2,1,4.0,1,[95 18 91 19 28]
57610,9524,1,0,1.0,1,[ 9 48 25 91 59]
57612,8216,2,0,3.0,1,[95 18 91 19 28]
57614,8216,1,0,2.0,1,[95 18 91 19 68]
57623,5223,2,1,2.0,1,[72 50 13  6 91]
57629,3527,1,0,2.0,1,[41 91 69 70 47]
57631,8250,1,0,4.0,1,[ 1 79 24 45 54]
57642,8809,1,0,2.0,1,[95 19 59 91 18]
57664,8268,2,0,3.0,1,[34 16 71  0 10]
57673,8250,1,0,5.0,1,[ 1 79 24 45 54]
57675,8250,1,0,5.0,1,[ 1 79 24 45 54]
57678,8250,1,0,5.0,1,[ 1 79 45 24 54]
57690,8272,2,0,4.0,1,[48 42 84 91 15]
57692,8272,1,0,5.0,1,[48 84 42 15 32]
57695,28649,1,0,1.0,1,[25 33 48 91 86]
57706,8802,2,1,4.0,1,[34 96  9 69 91]
57728,8291,4,0,2.0,1,[95 98  9 55 18]
57741,23693,2,0,1.0,1,[41 37 33 91 69]
57769,18055,1,0,1.0,1,[32  2 42 72 94]
57808,1863,1,0,2.0,1,[28  7 59 33  5]
57822,8746,2,0,4.0,1,[22  9 99 64 58]
57824,53943,2,0,2.0,1,[21 25 64 37 86]
57826,53943,2,0,3.0,1,[21 25 64 37  9]
57828,8808,2,0,3.0,1,[58  2 82 64 62]
57830,23542,1,0,10.0,1,[94 91 32 48 10]
57843,25331,2,0,4.0,1,[69 83 41 91 33]
57859,47843,4,2,2.0,2,[58 43  2 64 36]
58029,8855,2,0,3.0,1,[26 73 84 92 34]
58050,8230,6,0,3.0,3,[95 19 21 68 98]
58052,8230,2,0,2.0,1,[95 19 98 68 21]
58075,11621,2,0,4.0,1,[92 91 83 51 33]
58119,8250,2,0,3.0,1,[ 1 45 24 79 54]
58137,64741,2,0,3.0,1,[97 90 86  5  3]
58154,42630,6,0,3.0,3,[21 69 68 95 98]
58164,8279,4,0,1.0,2,[98 55 41 83 10]
58179,12191,2,0,2.0,1,[95 68 19  9 69]
58224,8278,4,1,3.0,1,[95 68 18 91 37]
58229,40862,2,0,1.0,1,[95 19 72 21 68]
58231,40862,2,0,1.0,1,[95 19 72 21 68]
58287,8228,1,0,1.0,1,[95 91 18 28 33]
58299,19953,2,0,2.0,1,[11 86 30 91 17]
58318,8268,1,1,4.0,2,[34 71 16  0 96]
58322,25956,1,0,1.0,1,[28 48 91 33 13]
58336,8267,2,0,3.0,1,[56 98 41 70 69]
58338,11357,2,0,1.0,1,[28 77 91 48  4]
58355,28622,2,0,1.0,1,[28 42 48 91 13]
58360,1398,2,0,4.0,1,[36 46 62 58 82]
58364,12942,2,0,1.0,1,[21 25 51 17 75]
58367,12206,2,0,3.0,1,[ 1 24 79 45 54]
58385,26000,4,0,1.0,1,[74 86 80 17 84]
58402,26332,2,2,1.0,1,[32 42 94 48 91]
58406,23731,2,0,4.0,1,[86 38 44 58 78]
58429,26022,2,0,1.0,1,[49 55  9 68 19]
58441,25954,2,0,2.0,1,[21 25 18 55 33]
58482,7327,2,0,1.0,1,[62 82 85 86 46]
58491,8220,2,0,2.0,1,[12 46 59 29 36]
58493,44201,2,0,6.0,1,[91 82 64  2 68]
58497,12603,2,1,2.0,1,[49  4 28  6 21]
58500,8259,1,0,2.0,1,[11 59  2 29 21]
58510,12231,2,0,2.0,1,[70 37 41 68 17]
58518,21403,1,0,1.0,1,[ 4  2 28 89 48]
58546,21403,2,0,1.0,1,[ 4  2 28 48 89]
58587,21403,2,0,1.0,1,[ 4  2 28 48 50]
58605,8259,1,0,1.0,1,[11  2 29 21 97]
58686,8250,4,0,3.0,2,[ 1 24 45 79 54]
58756,1250,4,0,1.0,2,[30 85 43 78 61]
58758,8259,4,0,1.0,2,[11  2 21 59 15]
58798,8808,2,0,5.0,1,[58  2 82 64 36]
58818,21918,2,0,4.0,1,[99  2  9 25 11]
58830,18633,2,0,4.0,1,[33 25 17  2 98]
58832,30429,2,0,2.0,1,[41 69 68 70 21]
58838,14840,2,2,6.0,1,[90 15 91 42 73]
58840,8864,2,2,8.0,1,[65 52 66 87 84]
58870,8260,1,0,3.0,1,[41 70 21 83 91]
58875,8829,2,0,1.0,1,[55  4 51 72 90]
58881,8270,3,1,4.0,2,[28 48 40 42  4]
58885,8270,3,1,4.0,2,[28 48 40 42  4]
58896,12206,1,0,3.0,1,[ 1 79 45 24 51]
58985,12682,2,0,1.0,1,[46 64 58 82 61]
59014,44325,4,0,1.0,2,[91 82 28 64  2]
59022,22795,2,1,1.0,1,[59 10 36 29  6]
59026,24374,2,1,4.0,1,[34 32 50 31 39]
59028,62231,2,0,1.0,1,[84 86 80 17 93]
59060,42630,1,0,1.0,1,[69 21 95 68 98]
59063,7740,2,0,4.0,1,[ 5 91 30 48 18]
59067,28555,2,0,5.0,1,[28  7 50 42 48]
59074,30942,1,0,1.0,1,[18 91 33 48 59]
59081,26414,1,0,2.0,1,[41 95  9 98 33]
59099,24897,4,0,7.0,1,[56 69 83 17 97]
59106,24846,2,0,2.0,1,[89  6 91 42 48]
59116,148,2,0,1.0,1,[ 6 32 50 47 91]
59122,8791,3,0,2.0,1,[65 66 52 87  0]
59123,8791,3,0,4.0,1,[65 66 52 87  0]
59136,11321,2,0,3.0,1,[42 91 32 47 77]
59138,12907,2,0,1.0,1,[16 91 42 32 18]
59140,8273,1,0,1.0,1,[68 91  9 18 19]
59142,21489,1,0,2.0,1,[32 91 50 47  7]
59145,21489,1,0,1.0,1,[32 91 50 47  7]
59154,23545,2,0,1.0,1,[ 6 16 18 42 91]
59175,8291,1,0,1.0,1,[95 98  9 91 18]
59195,8232,2,0,1.0,1,[91 18 39 23 41]
59198,12654,3,1,4.0,1,[34 71 16 42 91]
59245,12209,2,0,3.0,1,[ 9 25  2 11 40]
59247,12243,2,0,7.0,1,[ 8 22  5 64 78]
59249,12489,1,0,1.0,1,[15 48 91 51 39]
59254,25670,1,0,1.0,1,[91 94 48 42 28]
59263,12209,2,0,1.0,1,[ 9 25  2 11 83]
59265,23693,2,0,1.0,1,[41 37 33 91 28]
59267,12489,1,0,1.0,1,[15 48 91 32 39]
59278,8250,2,0,1.0,1,[ 1 45 24 79 54]
59289,25121,4,0,2.0,2,[94 91 48 42 32]
59313,154,2,1,6.0,1,[34 26 84 92 86]
59331,11827,3,1,1.0,1,[16 42  6 91 50]
59335,8824,2,2,7.0,1,[65 66 52 84 87]
59349,8232,2,0,2.0,1,[91 18 23 39 42]
59371,8230,2,0,7.0,1,[95 19 98  9 68]
59375,12191,2,0,6.0,1,[95  9 68 19 72]
59385,26152,2,0,1.0,1,[32 91 94 30 82]
59415,26022,1,0,2.0,1,[49 55  9 68 19]
59419,26022,1,0,2.0,1,[49 55  9 68 19]
59436,26022,1,0,2.0,1,[49 55  9 68 19]
59437,30462,2,0,1.0,1,[41 69 91 17 70]
59441,26022,1,0,1.0,1,[49 55  9 68 19]
59444,26022,3,0,2.0,3,[49 55 68 19  9]
59468,26022,2,0,2.0,1,[49 55  9 68 19]
59480,8278,1,0,4.0,1,[95 68 91 18 37]
59483,25315,1,0,2.0,1,[59 48 14  5 39]
59490,12280,1,0,1.0,1,[68 19 95 98 55]
59492,12556,1,0,1.0,1,[32 19 16 59 94]
59495,15836,1,0,1.0,1,[91 42 48 94 28]
59499,12387,2,0,1.0,2,[23  6 39 42 18]
59507,8267,2,0,2.0,1,[98 56 41 70 69]
59569,259,4,0,1.0,2,[15 91 48 42 47]
59571,8822,2,0,7.0,1,[ 5 15 36 62 58]
59580,8222,2,0,4.0,1,[58 82 36 43 85]
59588,8822,2,0,1.0,1,[ 5 15 36 62 58]
59590,12845,1,0,1.0,1,[32 13 91 42 28]
59592,8791,2,0,5.0,1,[65 66 52 87  0]
59595,26045,1,0,3.0,1,[90 73 17 10 48]
59607,14808,2,0,2.0,1,[42 91 28 94 48]
59626,6581,1,0,2.0,1,[21 75 25 37  9]
59633,40401,2,0,5.0,2,[25 86 31 89 30]
59640,11835,1,0,2.0,1,[54 91 51 10 47]
59689,8268,2,0,10.0,1,[34 71 16  0 96]
59702,12227,2,0,1.0,1,[41 83 70 17 77]
59704,8250,3,0,1.0,2,[ 1 24 45 79 51]
59708,43676,2,0,1.0,1,[50 36 91 47  7]
59712,8279,4,0,1.0,2,[98 55 41 83 70]
59719,8281,2,0,1.0,1,[68 95 19 55  9]
59722,11987,2,0,1.0,1,[ 7 91 32 42 48]
59724,12272,2,0,2.0,1,[68 95 72 13 18]
59734,23394,2,0,1.0,1,[90 91 15 42 16]
